delta_t,Channel 7
0.002410917,1
0.002414291,1
0.0024125,1
0.00241225,1
0.002412292,1
0.002412458,1
0.002410542,1
0.002412416,1
0.002412583,1
0.002409292,1
0.002413875,1
0.002412333,1
0.0024125,1
0.002411084,1
0.002414209,1
0.002414375,1
0.002412459,1
0.002412458,1
0.002411833,1
0.002413791,1
0.002414084,1
0.002413959,1
0.002415666,1
0.002412792,1
0.002412042,1
0.002412416,1
0.002412334,1
0.002413666,1
0.002413667,1
0.002415291,1
0.002412042,1
0.002415708,1
0.002414,1
0.002414,1
0.002413917,1
0.002413875,1
0.002414125,1
0.002414042,1
0.002412625,1
0.002413834,1
0.002409625,1
0.002411041,1
0.002412417,1
0.002412791,1
0.00241075,1
0.002410792,1
0.00241075,1
0.002410792,1
0.0024125,1
0.002412291,1
0.002410667,1
0.002412708,1
0.002413708,1
0.002414167,1
0.002414125,1
0.002414417,1
0.002415708,1
0.002414,1
0.002413666,1
0.002412667,1
0.002415417,1
0.002414,1
0.002414,1
0.002412375,1
0.002412125,1
0.002414083,1
0.002413958,1
0.002412292,1
0.002413917,1
0.002416041,1
0.002417667,1
0.002415583,1
0.00241575,1
0.002413833,1
0.002415791,1
0.002416084,1
0.002413959,1
0.002414166,1
0.00241725,1
0.002415542,1
0.002415959,1
0.002414041,1
0.002412333,1
0.002414167,1
0.0024175,1
0.002417209,1
0.002414125,1
0.002413791,1
0.0024175,1
0.002415583,1
0.002415583,1
0.002418625,1
0.002417458,1
0.002414,1
0.002415416,1
0.0024155,1
0.002414042,1
0.002416167,1
0.002412459,1
0.002415708,1
0.002415542,1
0.002415625,1
0.00241375,1
0.002413791,1
0.002418834,1
0.002418709,1
0.002415667,1
0.002415875,1
0.002415833,1
0.002412625,1
0.00241425,1
0.002412917,1
0.0024105,1
0.002413833,1
0.00241375,1
0.002414416,1
0.002412625,1
0.00241225,1
0.0024125,1
0.002412791,1
0.002414042,1
0.002414083,1
0.002410916,1
0.002412959,1
0.002415583,1
0.002415666,1
0.002415417,1
0.002414333,1
0.002414125,1
0.002417625,1
0.002415625,1
0.002415959,1
0.002417292,1
0.002415958,1
0.002412584,1
0.002412333,1
0.00241425,1
0.0024155,1
0.002412625,1
0.002412417,1
0.002413958,1
0.002410667,1
0.002410542,1
0.002410583,1
0.002410708,1
0.002409041,1
0.002413917,1
0.00241125,1
0.00241425,1
0.002412916,1
0.002412,1
0.002410875,1
0.002411,1
0.002412292,1
0.002412,1
0.002412459,1
0.00241225,1
0.002412375,1
0.002410875,1
0.002410917,1
0.00241425,1
0.002414334,1
0.002414083,1
0.002415833,1
0.002413958,1
0.002413834,1
0.002413834,1
0.002414166,1
0.002413708,1
0.002417417,1
0.002413958,1
0.002410916,1
0.00241425,1
0.00241125,1
0.002414042,1
0.002412083,1
0.002412333,1
0.002412542,1
0.002414041,1
0.0024155,1
0.002413959,1
0.002412667,1
0.002415625,1
0.002414375,1
0.002414,1
0.002416083,1
0.002414208,1
0.002415833,1
0.002412417,1
0.002414208,1
0.002414042,1
0.002414,1
0.0024155,1
0.002417667,1
0.002416834,1
0.002415584,1
0.002412375,1
0.002412459,1
0.002414084,1
0.002417625,1
0.002413917,1
0.002417334,1
0.002415458,1
0.00241425,1
0.002414,1
0.002412583,1
0.002412291,1
0.002410834,1
0.002410541,1
0.002411459,1
0.002410917,1
0.002410583,1
0.002412458,1
0.00241075,1
0.002412292,1
0.002410791,1
0.002410875,1
0.002410708,1
0.002410916,1
0.002408959,1
0.002410666,1
0.002413834,1
0.002410584,1
0.002410458,1
0.002405791,1
0.0024075,1
0.002409166,1
0.002409167,1
0.002409333,1
0.00241075,1
0.00241075,1
0.002412375,1
0.00240925,1
0.002407541,1
0.002407708,1
0.002412292,1
0.002414042,1
0.002408667,1
0.002410834,1
0.002411,1
0.002412541,1
0.002409167,1
0.002409375,1
0.002404834,1
0.002409541,1
0.002410708,1
0.002410542,1
0.002410625,1
0.002409209,1
0.002407625,1
0.002409333,1
0.002409291,1
0.002411084,1
0.002407917,1
0.002407583,1
0.00240875,1
0.0024095,1
0.002411,1
0.002410584,1
0.002407792,1
0.002412208,1
0.002410291,1
0.002412625,1
0.002412167,1
0.0024125,1
0.002412542,1
0.002409459,1
0.0024105,1
0.002410583,1
0.002410875,1
0.002412292,1
0.002405917,1
0.002407791,1
0.002411167,1
0.002410875,1
0.002412375,1
0.002410667,1
0.002414333,1
0.002412666,1
0.0024155,1
0.002412625,1
0.002414125,1
0.002412583,1
0.002412375,1
0.002414,1
0.002415542,1
0.002414125,1
0.002414291,1
0.002412417,1
0.002410917,1
0.002411166,1
0.002412417,1
0.002412833,1
0.002412125,1
0.002412334,1
0.002412292,1
0.002412625,1
0.002411084,1
0.002410958,1
0.002410708,1
0.0024125,1
0.002412791,1
0.002411042,1
0.002414166,1
0.002414459,1
0.00241375,1
0.002412459,1
0.0024125,1
0.002414084,1
0.002415625,1
0.002415584,1
0.002413917,1
0.002413958,1
0.002412833,1
0.00241075,1
0.002412792,1
0.002412292,1
0.002414,1
0.002413916,1
0.002414292,1
0.002412583,1
0.002414,1
0.002412625,1
0.002410541,1
0.002409292,1
0.002411042,1
0.002411041,1
0.002412167,1
0.002416042,1
0.0024175,1
0.002413916,1
0.002414167,1
0.002414208,1
0.002412667,1
0.002413833,1
0.002417375,1
0.002413833,1
0.002414042,1
0.002410625,1
0.002413708,1
0.002411083,1
0.002412208,1
0.002413958,1
0.002412541,1
0.002412334,1
0.002414334,1
0.002414041,1
0.002414167,1
0.002417625,1
0.00241575,1
0.002414166,1
0.002414,1
0.002414417,1
0.00241275,1
0.002413958,1
0.002412583,1
0.002412542,1
0.002411042,1
0.002412084,1
0.002412334,1
0.002412333,1
0.002412292,1
0.002410792,1
0.002410708,1
0.002409167,1
0.00241075,1
0.002409333,1
0.002412042,1
0.002415666,1
0.002412459,1
0.002412583,1
0.002412208,1
0.002414042,1
0.002415541,1
0.002413917,1
0.002414084,1
0.002415666,1
0.00241775,1
0.0024155,1
0.002416,1
0.002414041,1
0.002415458,1
0.002417083,1
0.002414,1
0.002410833,1
0.002412167,1
0.002413666,1
0.002412583,1
0.002410917,1
0.002412208,1
0.002413959,1
0.002410375,1
0.002410083,1
0.002410792,1
0.002411208,1
0.002413916,1
0.002410917,1
0.002414041,1
0.002412667,1
0.002410917,1
0.002413875,1
0.00241575,1
0.002412625,1
0.002412375,1
0.002411125,1
0.002410541,1
0.002412583,1
0.002410792,1
0.002412375,1
0.002414209,1
0.002414125,1
0.002409584,1
0.002412209,1
0.002412709,1
0.002409083,1
0.002409333,1
0.002412208,1
0.00241075,1
0.002410708,1
0.002409709,1
0.002405875,1
0.002407417,1
0.002409125,1
0.002410542,1
0.002412209,1
0.002410625,1
0.002405791,1
0.002409625,1
0.002407125,1
0.002409166,1
0.002410417,1
0.002410708,1
0.002410708,1
0.002410292,1
0.002410792,1
0.0024125,1
0.00241075,1
0.002408708,1
0.002410833,1
0.00240725,1
0.002408708,1
0.00240925,1
0.002410792,1
0.002411,1
0.0024125,1
0.002412208,1
0.002412042,1
0.0024125,1
0.002413875,1
0.00241225,1
0.002414042,1
0.002410875,1
0.002414375,1
0.002414333,1
0.0024105,1
0.002410833,1
0.002412291,1
0.002414375,1
0.002417291,1
0.002415667,1
0.002414167,1
0.002414083,1
0.002417583,1
0.002417,1
0.002415917,1
0.002413917,1
0.002415833,1
0.00241575,1
0.0024175,1
0.002414042,1
0.002414,1
0.00241425,1
0.002412667,1
0.002415875,1
0.002415709,1
0.002414375,1
0.002412292,1
0.00241375,1
0.00241225,1
0.002414125,1
0.002413916,1
0.002415458,1
0.002413958,1
0.002414542,1
0.002414333,1
0.002413958,1
0.002414291,1
0.002415458,1
0.002414167,1
0.002413458,1
0.002414083,1
0.002415833,1
0.002412334,1
0.002412583,1
0.002412375,1
0.002412625,1
0.002412042,1
0.002412416,1
0.002410667,1
0.002410709,1
0.0024095,1
0.002410625,1
0.0024105,1
0.002415875,1
0.002413958,1
0.002412333,1
0.002412042,1
0.002410958,1
0.002412583,1
0.002411041,1
0.002414125,1
0.002414667,1
0.002415542,1
0.00241275,1
0.00241075,1
0.002409458,1
0.002410667,1
0.002409167,1
0.00241075,1
0.002412417,1
0.002410541,1
0.002412209,1
0.002410541,1
0.00241275,1
0.002414083,1
0.0024155,1
0.002410833,1
0.002413833,1
0.002412541,1
0.002414209,1
0.002414291,1
0.002413958,1
0.00241575,1
0.002414375,1
0.002415708,1
0.002413958,1
0.002412542,1
0.002409,1
0.0024125,1
0.0024155,1
0.002415833,1
0.002414125,1
0.002413917,1
0.002415542,1
0.002415375,1
0.002416,1
0.002414167,1
0.002416166,1
0.002415584,1
0.002413959,1
0.002414,1
0.002414292,1
0.002412208,1
0.002412584,1
0.002414041,1
0.002412083,1
0.002410875,1
0.002413958,1
0.002411084,1
0.002413958,1
0.002410708,1
0.002410959,1
0.002410959,1
0.002413792,1
0.002412208,1
0.002414125,1
0.002412,1
0.002411,1
0.002414042,1
0.002413875,1
0.002410875,1
0.002410625,1
0.002412667,1
0.00241075,1
0.002410708,1
0.002414375,1
0.002415916,1
0.002414084,1
0.002413917,1
0.002413666,1
0.002414292,1
0.002413792,1
0.002414333,1
0.002411042,1
0.002409208,1
0.002412333,1
0.002412166,1
0.002414042,1
0.002410958,1
0.002409291,1
0.002410792,1
0.002413916,1
0.002412542,1
0.002410584,1
0.00240875,1
0.002407625,1
0.002412334,1
0.002410834,1
0.002411292,1
0.002412708,1
0.0024105,1
0.002410709,1
0.0024125,1
0.002413875,1
0.002407541,1
0.002411292,1
0.002410875,1
0.002410959,1
0.002411084,1
0.002410709,1
0.002414125,1
0.0024105,1
0.002412333,1
0.002410666,1
0.002414042,1
0.002412958,1
0.002414,1
0.002413792,1
0.002413875,1
0.002414042,1
0.002415666,1
0.002414167,1
0.002412458,1
0.002412458,1
0.002414167,1
0.002413958,1
0.002412166,1
0.002414417,1
0.002417125,1
0.002415709,1
0.002413959,1
0.00241425,1
0.002411083,1
0.002410708,1
0.002410875,1
0.002410833,1
0.002407583,1
0.002408875,1
0.002412791,1
0.002410833,1
0.002414292,1
0.002414291,1
0.0024125,1
0.002410541,1
0.002413959,1
0.00240925,1
0.002410917,1
0.002414375,1
0.002412667,1
0.002412417,1
0.002410417,1
0.0024105,1
0.002411042,1
0.002408792,1
0.002412667,1
0.002409166,1
0.002410958,1
0.002414125,1
0.002413917,1
0.002412083,1
0.002417375,1
0.00241725,1
0.00241575,1
0.002415709,1
0.002415667,1
0.002417167,1
0.0024155,1
0.002415833,1
0.002415792,1
0.00241375,1
0.002414042,1
0.002414667,1
0.002412458,1
0.002412042,1
0.002414167,1
0.002413958,1
0.002414125,1
0.002414208,1
0.002415792,1
0.002414667,1
0.002413958,1
0.002415875,1
0.002412875,1
0.002413917,1
0.002412792,1
0.002411375,1
0.002411,1
0.002408667,1
0.002411083,1
0.00241375,1
0.002413709,1
0.002408916,1
0.002412375,1
0.002413959,1
0.002414125,1
0.002414084,1
0.002414167,1
0.002415875,1
0.002412292,1
0.002415875,1
0.002414,1
0.002412583,1
0.002412125,1
0.002412125,1
0.002412625,1
0.002409459,1
0.002415667,1
0.002414041,1
0.002415792,1
0.002412625,1
0.002412166,1
0.002415875,1
0.002414083,1
0.002414292,1
0.002412292,1
0.0024125,1
0.002410625,1
0.002410792,1
0.002411042,1
0.002412875,1
0.002414,1
0.002417208,1
0.002413708,1
0.002414333,1
0.002417625,1
0.002415459,1
0.002414291,1
0.002415625,1
0.00241225,1
0.002410625,1
0.002412709,1
0.002410458,1
0.002413625,1
0.002414542,1
0.002412375,1
0.00240725,1
0.002412792,1
0.002411042,1
0.002411,1
0.002410792,1
0.002412375,1
0.002411375,1
0.002414042,1
0.002415959,1
0.002414084,1
0.002414042,1
0.002413958,1
0.002413958,1
0.002413917,1
0.002415791,1
0.002415625,1
0.002414458,1
0.0024125,1
0.002415833,1
0.002413958,1
0.002414042,1
0.002409667,1
0.002414042,1
0.002414083,1
0.0024175,1
0.002412375,1
0.002412209,1
0.002414,1
0.002415542,1
0.002412666,1
0.002414208,1
0.002412417,1
0.002410833,1
0.002412458,1
0.002412417,1
0.002414125,1
0.002415709,1
0.002412459,1
0.002413875,1
0.002415833,1
0.002417209,1
0.002417209,1
0.002417875,1
0.00241725,1
0.002416,1
0.002417542,1
0.002415708,1
0.002414375,1
0.002415958,1
0.002413958,1
0.002415583,1
0.002415625,1
0.002415417,1
0.002415791,1
0.002413833,1
0.002414167,1
0.002414125,1
0.002414,1
0.002417709,1
0.002413958,1
0.00241225,1
0.002410833,1
0.002414458,1
0.002412666,1
0.0024155,1
0.002417417,1
0.0024155,1
0.002415541,1
0.002417417,1
0.0024155,1
0.002417667,1
0.002417333,1
0.002417708,1
0.002415708,1
0.00241575,1
0.002415667,1
0.002415792,1
0.00241575,1
0.002415542,1
0.002417333,1
0.002415417,1
0.002414041,1
0.002414167,1
0.002415625,1
0.002417834,1
0.002415666,1
0.002414083,1
0.002415584,1
0.002414,1
0.002415458,1
0.00241625,1
0.002417542,1
0.002420583,1
0.002415708,1
0.00241575,1
0.002417458,1
0.002417125,1
0.002417542,1
0.002415541,1
0.002415625,1
0.00241725,1
0.002417333,1
0.002415292,1
0.002412709,1
0.0024155,1
0.00241375,1
0.002415458,1
0.002412584,1
0.00241275,1
0.002414,1
0.00241575,1
0.002415708,1
0.002414167,1
0.002414,1
0.002413917,1
0.002414,1
0.002415875,1
0.002414,1
0.002413833,1
0.002413833,1
0.002412625,1
0.002414,1
0.002414375,1
0.002414541999999,1
0.00241225,1
0.002412417,1
0.00241075,1
0.002410875,1
0.002410583,1
0.002411125,1
0.002413667,1
0.002415834,1
0.002416,1
0.002412791,1
0.002413917,1
0.002412166,1
0.002412833,1
0.00241075,1
0.002411083,1
0.002411083,1
0.002413666,1
0.002412459,1
0.00241375,1
0.002412584,1
0.002412584,1
0.002412208,1
0.002415291,1
0.002414042,1
0.002414084,1
0.0024155,1
0.002414542,1
0.002414292,1
0.002413834,1
0.002415584,1
0.002415667,1
0.002412458,1
0.0024125,1
0.002414084,1
0.002413958,1
0.002414208,1
0.002414042,1
0.0024125,1
0.002413917,1
0.002413791,1
0.002413875,1
0.002412417,1
0.002412,1
0.002411208,1
0.002410792,1
0.00241225,1
0.002413834,1
0.0024125,1
0.002413958,1
0.002410917,1
0.002411125,1
0.002412708,1
0.002412584,1
0.0024125,1
0.002415917,1
0.002413958,1
0.002415417,1
0.002413709,1
0.002417375,1
0.002415833,1
0.002416,1
0.002415666,1
0.002413833,1
0.002414083,1
0.002415667,1
0.002414125,1
0.002414208,1
0.002415625,1
0.002414208,1
0.002415458,1
0.002413667,1
0.002412542,1
0.002412209,1
0.002411042,1
0.002412792,1
0.002413959,1
0.002413916,1
0.002414,1
0.002414334,1
0.002414292,1
0.002412416,1
0.002414125,1
0.00241225,1
0.002415792,1
0.002414125,1
0.002415916,1
0.002415417,1
0.002415625,1
0.002415416,1
0.002414042,1
0.002413875,1
0.00241425,1
0.002412167,1
0.002414166,1
0.002415625,1
0.002417375,1
0.002419125,1
0.002417375,1
0.00241375,1
0.002417625,1
0.002415708,1
0.002415583,1
0.002416209,1
0.002415334,1
0.002417208,1
0.002417166,1
0.002415625,1
0.002414084,1
0.002414625,1
0.002414084,1
0.002415625,1
0.002414,1
0.002413625,1
0.002415875,1
0.0024155,1
0.002412459,1
0.002414166,1
0.002414209,1
0.002414083,1
0.002413958,1
0.002414167,1
0.002412584,1
0.002414,1
0.002407458,1
0.002409541,1
0.0024105,1
0.002410708,1
0.002410958,1
0.002412334,1
0.002409042,1
0.002411083,1
0.002410917,1
0.002413792,1
0.002410583,1
0.002412458,1
0.002410458,1
0.002413958,1
0.0024125,1
0.002415625,1
0.002412666,1
0.002412459,1
0.002411208,1
0.00241225,1
0.002410666,1
0.00241275,1
0.002412375,1
0.002412292,1
0.002411166,1
0.002413458,1
0.002415625,1
0.002412416,1
0.00241225,1
0.002414,1
0.002415583,1
0.002412416,1
0.002413792,1
0.002412417,1
0.00241225,1
0.00241425,1
0.002413959,1
0.002415875,1
0.002413917,1
0.002412292,1
0.002410458,1
0.002415458,1
0.002415916,1
0.002415333,1
