,Reconfiguring
0.010824834,1
2.69160000001545E-05,0
0.010824542,1
2.74999999998471E-05,0
0.010815708,1
2.77500000001041E-05,0
0.010815125,1
2.81249999998234E-05,0
0.010810834,1
2.74160000000023E-05,0
0.010807292,1
2.80419999998394E-05,0
0.010813916,1
2.81669999999679E-05,0
0.010817458,1
2.78749999997885E-05,0
0.010827542,1
2.73329999997962E-05,0
0.010822959,1
2.74160000000023E-05,0
0.010828292,1
2.69579999998548E-05,0
0.010826334,1
2.70410000000609E-05,0
0.010824709,1
2.73750000001627E-05,0
0.010827,1
2.70410000000609E-05,0
0.010833709,1
2.67499999999643E-05,0
0.010823416,1
2.75420000002136E-05,0
0.010818167,1
2.72910000003179E-05,0
0.010817709,1
2.76659999998152E-05,0
0.010825125,1
2.8250000000174E-05,0
0.010823625,1
2.77500000001041E-05,0
0.010828084,1
2.70410000000609E-05,0
0.010817667,1
2.71250000003498E-05,0
0.010820458,1
2.80419999998394E-05,0
0.010832417,1
2.79160000000722E-05,0
0.010827167,1
2.69999999997772E-05,0
0.010827458,1
2.84999999999869E-05,0
0.010818792,1
2.8082999999679E-05,0
0.010814709,1
2.82079999998075E-05,0
0.010833667,1
2.7999999999917E-05,0
0.010825666,1
2.70420000001437E-05,0
0.0108255,1
2.81250000000455E-05,0
0.010833042,1
2.69579999998548E-05,0
0.010836625,1
2.68750000000928E-05,0
0.010835958,1
2.75840000001359E-05,0
0.01082125,1
2.75830000000532E-05,0
0.010820208,1
2.70419999996996E-05,0
0.010814583,1
2.78339999999488E-05,0
0.010813708,1
2.7999999999917E-05,0
0.010816333,1
2.80000000003611E-05,0
0.01080425,1
2.72920000004007E-05,0
0.010803458,1
2.77920000000265E-05,0
0.010812292,1
2.81250000000455E-05,0
0.010832666,1
2.7999999999917E-05,0
0.010828292,1
2.67499999999643E-05,0
0.010820458,1
2.82089999998902E-05,0
0.010823375,1
2.72080000001118E-05,0
0.010824792,1
2.77079999997376E-05,0
0.0108195,1
2.77080000001817E-05,0
0.010820792,1
2.68750000000928E-05,0
0.010821417,1
2.73329999997962E-05,0
0.0108285,1
2.8332999999936E-05,0
0.010823542,1
2.67080000000419E-05,0
0.010810834,1
2.84160000001421E-05,0
0.010807667,1
2.80830000001231E-05,0
0.010816209,1
2.74160000000023E-05,0
0.010818667,1
2.76670000003421E-05,0
0.01081575,1
2.77079999997376E-05,0
0.010817542,1
2.82079999998075E-05,0
0.010824667,1
2.83749999998584E-05,0
0.010827166,1
2.70419999996996E-05,0
0.010819,1
2.69579999998548E-05,0
0.010815959,1
2.76660000002593E-05,0
0.010816667,1
2.73750000001627E-05,0
0.010819625,1
2.86250000001154E-05,0
0.010816792,1
2.84160000001421E-05,0
0.010822417,1
2.81250000000455E-05,0
0.01082375,1
2.82079999998075E-05,0
0.010815667,1
2.8332999999936E-05,0
0.010815625,1
2.76670000003421E-05,0
0.0108145,1
2.72500000004783E-05,0
0.010808292,1
2.73750000001627E-05,0
0.01082,1
2.8332999999936E-05,0
0.010818125,1
2.80830000001231E-05,0
0.010817834,1
2.74579999999247E-05,0
0.01082575,1
2.82080000002516E-05,0
0.010826209,1
2.76249999999756E-05,0
0.0108205,1
2.69159999999324E-05,0
0.010823584,1
2.82080000002516E-05,0
0.010822208,1
2.68750000000928E-05,0
0.010817584,1
2.74579999999247E-05,0
0.010823542,1
2.77909999999437E-05,0
0.010819375000001,1
2.78339999999488E-05,0
0.010809166,1
2.71670000002722E-05,0
0.010819125,1
2.84170000002248E-05,0
0.010835541,1
2.72500000004783E-05,0
0.010832542,1
2.78750000002326E-05,0
0.010830458,1
2.82919999996523E-05,0
0.010825917,1
2.80000000003611E-05,0
0.010830958,1
2.75420000002136E-05,0
0.010833458,1
2.7666999999898E-05,0
0.010841833,1
2.79169999997109E-05,0
0.010828916,1
2.72500000000342E-05,0
0.010824,1
2.79590000000773E-05,0
0.010821166,1
2.70420000001437E-05,0
0.010815458,1
2.79169999997109E-05,0
0.010821375,1
2.78330000003102E-05,0
0.010825875,1
2.82090000003343E-05,0
0.010821958,1
2.79580000004387E-05,0
0.010819167,1
2.72919999999566E-05,0
0.010811583,1
2.7666999999898E-05,0
0.010831166,1
2.68339999998091E-05,0
0.010826,1
2.69159999999324E-05,0
0.010825209,1
2.67499999999643E-05,0
0.01082425,1
2.82910000000136E-05,0
0.010837584,1
2.72079999996677E-05,0
0.010837083,1
2.81250000000455E-05,0
0.010823125,1
2.7917000000155E-05,0
0.010829125,1
2.7666999999898E-05,0
0.010825875,1
2.76249999999756E-05,0
0.010823583,1
2.73749999997186E-05,0
0.010831583,1
2.7666999999898E-05,0
0.010826375,1
2.68749999996487E-05,0
0.010820875,1
2.7999999999917E-05,0
0.010819833,1
2.69590000003816E-05,0
0.010821583,1
2.73329999997962E-05,0
0.010819167,1
2.79579999999946E-05,0
0.010818417,1
2.78750000002326E-05,0
0.01081825,1
2.70420000001437E-05,0
0.010807833,1
2.71670000002722E-05,0
0.010813208,1
2.70420000001437E-05,0
0.010808916,1
2.86249999996713E-05,0
0.0108085,1
2.69589999999376E-05,0
0.010805083,1
2.77080000001817E-05,0
0.010811125,1
2.774999999966E-05,0
0.010813417,1
2.8250000000174E-05,0
0.010820792,1
2.81250000000455E-05,0
0.010810083,1
2.74999999998471E-05,0
0.01080825,1
2.73749999997186E-05,0
0.010823625,1
2.81250000000455E-05,0
0.010815208,1
2.72919999999566E-05,0
0.010823292000001,1
2.70409999996168E-05,0
0.010822375,1
2.67090000001247E-05,0
0.010819041,1
2.7917000000155E-05,0
0.010822833,1
2.72090000001945E-05,0
0.010827958,1
2.72499999995901E-05,0
0.0108145,1
2.81249999996014E-05,0
0.010823125,1
2.68749999996487E-05,0
0.010811208,1
2.78749999997885E-05,0
0.010816209,1
2.75830000000532E-05,0
0.010832375,1
2.78749999997885E-05,0
0.010818667,1
2.86250000001154E-05,0
0.010828708,1
2.83749999998584E-05,0
0.01082175,1
2.72919999999566E-05,0
0.010821958,1
2.81669999999679E-05,0
0.010825416,1
2.68340000002532E-05,0
0.0108265,1
2.69579999998548E-05,0
0.010827333,1
2.78339999999488E-05,0
0.010823666,1
2.71249999999057E-05,0
0.010815625,1
2.70419999996996E-05,0
0.010817375,1
2.85419999999092E-05,0
0.010821,1
2.84580000000645E-05,0
0.01081675,1
2.75830000000532E-05,0
0.0108225,1
2.77920000000265E-05,0
0.010821,1
2.78750000002326E-05,0
0.010819458,1
2.69589999999376E-05,0
0.010828083,1
2.73749999997186E-05,0
0.010833208,1
2.73749999997186E-05,0
0.010823875,1
2.74999999998471E-05,0
0.010828625,1
2.82920000000963E-05,0
0.010827417,1
2.74579999999247E-05,0
0.010838,1
2.83749999998584E-05,0
0.010826417,1
2.74579999999247E-05,0
0.010823958,1
2.68339999998091E-05,0
0.010818333000001,1
2.74579999999247E-05,0
0.010826834,1
2.81250000000455E-05,0
0.010824708,1
2.7999999999917E-05,0
0.010830542,1
2.8250000000174E-05,0
0.010833791,1
2.77920000000265E-05,0
0.0108245,1
2.74579999999247E-05,0
0.01082125,1
2.81250000000455E-05,0
0.010831292,1
2.72080000001118E-05,0
0.010830792,1
2.79579999999946E-05,0
0.010823375,1
2.68339999998091E-05,0
0.010828583,1
2.81669999999679E-05,0
0.010820125,1
2.70409999996168E-05,0
0.010830834,1
2.75830000000532E-05,0
0.010821958,1
2.71669999998281E-05,0
0.010837375,1
2.74579999999247E-05,0
0.010833209,1
2.71659999997453E-05,0
0.010837542,1
2.69170000004593E-05,0
0.010828375,1
2.74579999999247E-05,0
0.010825583,1
2.83340000000187E-05,0
0.010819166,1
2.7666999999898E-05,0
0.010826167,1
2.72500000000342E-05,0
0.01082075,1
2.76659999998152E-05,0
0.010825542,1
2.75419999997695E-05,0
0.010816333,1
2.71249999999057E-05,0
0.010818667,1
2.71660000001894E-05,0
0.010817417,1
2.81670000004119E-05,0
0.010821083,1
2.7999999999917E-05,0
0.0108125,1
2.76670000003421E-05,0
0.010815875,1
2.69160000003765E-05,0
0.010810875,1
2.76250000004197E-05,0
0.010824375,1
2.78750000006767E-05,0
0.010815542,1
2.82500000006181E-05,0
0.010815542,1
2.82499999997299E-05,0
0.010812791,1
2.77920000000265E-05,0
0.010813583,1
2.69169999995711E-05,0
0.010811125,1
2.71670000007163E-05,0
0.0108145,1
2.71659999997453E-05,0
0.010815459000001,1
2.84580000000645E-05,0
0.01081625,1
2.80000000003611E-05,0
0.0108255,1
2.77920000000265E-05,0
0.010816625,1
2.80000000003611E-05,0
0.010823708,1
2.71669999998281E-05,0
0.010820541,1
2.67919999998867E-05,0
0.010823583,1
2.72089999997505E-05,0
0.010827375000001,1
2.77079999992935E-05,0
0.01082875,1
2.85419999999092E-05,0
0.010835,1
2.79580000004387E-05,0
0.010824792,1
2.71659999997453E-05,0
0.010829375,1
2.75839999996918E-05,0
0.010821375,1
2.75830000004973E-05,0
0.010831208,1
2.72499999995901E-05,0
0.010823417,1
2.81250000000455E-05,0
0.010820708,1
2.75419999997695E-05,0
0.010822083000001,1
2.74169999991969E-05,0
0.010807333000001,1
2.76669999994539E-05,0
0.010818167,1
2.71660000006335E-05,0
0.010821125,1
2.71249999999057E-05,0
0.010816250000001,1
2.77499999992159E-05,0
0.010826709000001,1
2.80830000001231E-05,0
0.010817542,1
2.81250000000455E-05,0
0.010818625,1
2.72910000003179E-05,0
0.010825959,1
2.79999999994729E-05,0
0.010834083,1
2.7917000000599E-05,0
0.010824625,1
2.82079999998075E-05,0
0.010819042000001,1
2.72079999996677E-05,0
0.010826958,1
2.82500000006181E-05,0
0.010819667,1
2.82499999997299E-05,0
0.010824542,1
2.75409999996867E-05,0
0.01084275,1
2.73750000001627E-05,0
0.010827084,1
2.68750000005369E-05,0
0.010822583,1
2.81669999999679E-05,0
0.010830458,1
2.82920000005404E-05,0
0.010827458,1
2.80000000003611E-05,0
0.01082625,1
2.76669999994539E-05,0
0.010830375,1
2.71249999999057E-05,0
0.010826708,1
2.7917000000599E-05,0
0.010827291,1
2.78749999997885E-05,0
0.010826417,1
2.76250000004197E-05,0
0.01082825,1
2.72500000004783E-05,0
0.010823417,1
2.69160000003765E-05,0
0.010826709,1
2.69159999994883E-05,0
0.010820709,1
2.77909999999437E-05,0
0.010825834,1
2.71659999997453E-05,0
0.010826875,1
2.70000000002213E-05,0
0.010818667,1
2.72920000004007E-05,0
0.010823375,1
2.71249999999057E-05,0
0.010835332999999,1
2.80830000001231E-05,0
,0
